update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
4307082984787,1.90560000,33.70000000,1.90570000,511.00000000,1711756800059,1711756800066
4307082985619,1.90560000,194.30000000,1.90570000,511.00000000,1711756800064,1711756800071
4307082997282,1.90560000,236.40000000,1.90570000,511.00000000,1711756800153,1711756800160
4307082999547,1.90560000,210.30000000,1.90570000,511.00000000,1711756800174,1711756800180
4307083000441,1.90560000,210.30000000,1.90570000,544.50000000,1711756800181,1711756800187
