provenance,target_accepted_per_day,mix,feasibility,limit_label,min_nav,nav_ci_low,nav_ci_high,simulated_binding,next1,next2,lower_bound_nav,lower_bound_binding,agrees,offered_earn_notional,quoted_earn_notional,accepted_earn_notional,premium_turnover,hedge_turnover,exercise_spot_turnover,premium_at_risk_total,premium_at_risk_call,premium_at_risk_put,peak_expiry_premium_at_risk,reserved_peak,reserved_avg,net_return_annualized,hurdle_pass_fraction,max_drawdown,liquidations,accepted_rfqs,expiries,calls,puts,effective_capital,seeds,runs
prior,25000,balanced,feasible,capital_limited,743179.55,649381.63,743179.55,liquidation,premium_per_expiry,drawdown,506458.54,peak_expiry_premium_at_risk,false,4609114.02,4606044.14,4606044.14,130930.75,287281.74,1551940.13,74895.35,50817.06,74101.20,50645.85,0.00,0.00,0.15069,1.000,0.0657,0,4412.00,4066.00,2206.50,2205.50,79664.50,2,28
